Date,State,Confirmed,Recovered,Deceased,Other,Tested
5/9/2020,Rajasthan,3708,2162,106,0,159157
5/9/2020,Sikkim,0,0,0,0,219
5/9/2020,Telangana,1163,751,30,0,19278
5/9/2020,Tamil Nadu,6535,1824,44,0,229670
5/9/2020,Tripura,136,2,0,0,8340
5/9/2020,India,62866,19301,2102,4,1609037
5/9/2020,Uttar Pradesh,3373,1499,74,0,124791
5/9/2020,Uttarakhand,67,46,1,0,9386
5/9/2020,West Bengal,1786,372,171,0,39368
5/10/2020,Andaman and Nicobar Islands,33,33,0,0,3754
5/10/2020,Andhra Pradesh,1980,925,45,0,173735
5/10/2020,Arunachal Pradesh,1,1,0,0,1823
5/10/2020,Assam,63,35,2,0,18002
5/10/2020,Bihar,707,354,6,0,32670
5/10/2020,Chandigarh,173,24,3,0,2142
5/10/2020,Chhattisgarh,59,49,0,0,25282
5/10/2020,Delhi,6923,2069,73,0,93810
5/10/2020,Dadra and Nagar Haveli and Daman and Diu,1,0,0,0,5581
5/10/2020,Goa,7,7,0,0,4848
5/10/2020,Gujarat,8195,2545,493,0,113493
5/10/2020,Himachal Pradesh,58,35,3,3,10791
5/10/2020,Haryana,703,300,10,0,56983
5/10/2020,Jharkhand,157,78,3,0,20832
5/10/2020,Jammu and Kashmir,861,383,9,0,47080
5/10/2020,Karnataka,848,422,31,1,107311
5/10/2020,Kerala,513,489,4,0,41279
5/10/2020,Ladakh,42,21,0,0,3503
5/10/2020,Maharashtra,22171,4199,832,0,225524
5/10/2020,Meghalaya,13,10,1,0,2287
5/10/2020,Manipur,2,2,0,0,1096
5/10/2020,Madhya Pradesh,3614,1676,215,0,72069
5/10/2020,Mizoram,1,1,0,0,201
5/10/2020,Nagaland,0,0,0,0,862
5/10/2020,Odisha,377,68,3,0,59780
5/10/2020,Punjab,1823,166,31,0,40962
5/10/2020,Puducherry,12,9,0,0,4364
5/10/2020,Rajasthan,3814,2241,108,0,166424
5/10/2020,Sikkim,0,0,0,0,219
5/10/2020,Telangana,1196,751,30,0,19278
5/10/2020,Tamil Nadu,7204,1959,47,0,243037
5/10/2020,Tripura,152,2,0,0,9091
5/10/2020,India,67177,20970,2214,4,1673688
5/10/2020,Uttar Pradesh,3467,1653,79,0,129955
5/10/2020,Uttarakhand,68,46,1,0,9668
5/10/2020,West Bengal,1939,417,185,0,43414
5/11/2020,Andaman and Nicobar Islands,33,33,0,0,3754
5/11/2020,Andhra Pradesh,2018,998,45,0,181144
5/11/2020,Arunachal Pradesh,1,1,0,0,2078
5/11/2020,Assam,65,40,2,0,19589
5/11/2020,Bihar,749,377,6,0,34662
5/11/2020,Chandigarh,181,28,3,0,2177
5/11/2020,Chhattisgarh,59,53,0,0,25282
5/11/2020,Delhi,7233,2129,73,0,97678
5/11/2020,Dadra and Nagar Haveli and Daman and Diu,1,0,0,0,5763
5/11/2020,Goa,7,7,0,0,5307
5/11/2020,Gujarat,8542,2780,513,0,116470
5/11/2020,Himachal Pradesh,59,35,3,3,11267
5/11/2020,Haryana,730,337,11,0,59735
5/11/2020,Jharkhand,161,78,3,0,21201
5/11/2020,Jammu and Kashmir,879,427,10,0,51334
5/11/2020,Karnataka,862,426,31,1,111595
5/11/2020,Kerala,520,489,4,0,41700
5/11/2020,Ladakh,42,22,0,0,3503
5/11/2020,Maharashtra,23401,4786,868,0,218914
5/11/2020,Meghalaya,13,10,1,0,2480
5/11/2020,Manipur,2,2,0,0,1337
5/11/2020,Madhya Pradesh,3785,1747,221,0,76039
5/11/2020,Mizoram,1,1,0,0,206
5/11/2020,Nagaland,0,0,0,0,875
5/11/2020,Odisha,415,85,3,0,63478
5/11/2020,Punjab,1877,168,31,0,42306
5/11/2020,Puducherry,12,9,0,0,4486
5/11/2020,Rajasthan,3988,2324,113,0,176130
5/11/2020,Sikkim,0,0,0,0,219
5/11/2020,Telangana,1275,801,30,0,19278
5/11/2020,Tamil Nadu,8002,2051,53,0,254899
5/11/2020,Tripura,152,2,0,0,9596
5/11/2020,India,70769,22549,2295,4,1759579
5/11/2020,Uttar Pradesh,3573,1758,80,0,135760
5/11/2020,Uttarakhand,68,46,1,0,9915
5/11/2020,West Bengal,2063,499,190,0,47615
5/12/2020,Andaman and Nicobar Islands,33,33,0,0,3754
5/12/2020,Andhra Pradesh,2089,1056,46,0,191874
5/12/2020,Arunachal Pradesh,1,1,0,0,2257
5/12/2020,Assam,65,40,2,0,21791
5/12/2020,Bihar,879,382,6,0,37430
5/12/2020,Chandigarh,187,30,3,0,2276
5/12/2020,Chhattisgarh,59,54,0,0,27339
5/12/2020,Delhi,7639,2512,86,0,106109
5/12/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0,5977
5/12/2020,Goa,7,7,0,0,5307
5/12/2020,Gujarat,8904,3246,537,0,119536
5/12/2020,Himachal Pradesh,67,35,3,3,12224
5/12/2020,Haryana,780,342,11,0,62377
5/12/2020,Jharkhand,172,79,3,0,22815
5/12/2020,Jammu and Kashmir,934,455,10,0,53726
5/12/2020,Karnataka,925,433,31,1,116533
5/12/2020,Kerala,525,489,4,0,42461
5/12/2020,Ladakh,42,22,0,0,3503
5/12/2020,Maharashtra,24427,5125,921,0,222284
5/12/2020,Meghalaya,13,10,1,0,2480
5/12/2020,Manipur,2,2,0,0,1337
5/12/2020,Madhya Pradesh,3986,1860,225,0,80885
5/12/2020,Mizoram,1,1,0,0,224
5/12/2020,Nagaland,0,0,0,0,882
5/12/2020,Odisha,437,116,3,0,68057
5/12/2020,Punjab,1914,171,32,0,43999
5/12/2020,Puducherry,12,9,0,0,4486
5/12/2020,Rajasthan,4126,2454,117,0,185610
5/12/2020,Sikkim,0,0,0,0,348
5/12/2020,Telangana,1326,822,32,0,19278
5/12/2020,Tamil Nadu,8718,2134,61,0,266687
5/12/2020,Tripura,154,2,0,0,10344
5/12/2020,India,74331,24454,2415,4,1854250
5/12/2020,Uttar Pradesh,3664,1873,82,0,140166
5/12/2020,Uttarakhand,69,46,1,0,10471
5/12/2020,West Bengal,2173,612,198,0,52622
5/13/2020,Andaman and Nicobar Islands,33,33,0,0,3754
5/13/2020,Andhra Pradesh,2137,1142,47,0,201196
5/13/2020,Arunachal Pradesh,1,1,0,0,2483
5/13/2020,Assam,80,40,2,0,21791
5/13/2020,Bihar,953,400,7,0,39149
5/13/2020,Chandigarh,191,30,3,0,2420
5/13/2020,Chhattisgarh,59,55,0,0,28837
5/13/2020,Delhi,7998,2858,106,0,113345
5/13/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0,6294
5/13/2020,Goa,7,7,0,0,5307
5/13/2020,Gujarat,9268,3562,566,0,122297
5/13/2020,Himachal Pradesh,68,35,3,3,13190
5/13/2020,Haryana,793,418,11,0,65785
5/13/2020,Jharkhand,177,87,3,0,25769
5/13/2020,Jammu and Kashmir,971,466,11,0,57111
5/13/2020,Karnataka,959,451,33,1,121178
5/13/2020,Kerala,535,490,4,0,43648
5/13/2020,Ladakh,43,22,0,0,3683
5/13/2020,Maharashtra,25922,5547,975,0,231061
5/13/2020,Meghalaya,13,11,1,0,2480
5/13/2020,Manipur,2,2,0,0,1706
5/13/2020,Madhya Pradesh,4173,2004,232,0,85903
5/13/2020,Mizoram,1,1,0,0,224
5/13/2020,Nagaland,0,0,0,0,889
5/13/2020,Odisha,538,143,3,0,72756
5/13/2020,Punjab,1924,200,32,0,46026
5/13/2020,Puducherry,13,9,0,0,4919
5/13/2020,Rajasthan,4328,2573,121,0,194683
5/13/2020,Sikkim,0,0,0,0,439
5/13/2020,Telangana,1367,939,34,0,19278
5/13/2020,Tamil Nadu,9227,2175,64,0,279467
5/13/2020,Tripura,155,2,0,0,11146
5/13/2020,India,78057,26417,2552,4,1947041
5/13/2020,Uttar Pradesh,3758,1965,86,0,145637
5/13/2020,Uttarakhand,72,46,1,0,10792
5/13/2020,West Bengal,2290,702,207,0,57632
5/14/2020,Andaman and Nicobar Islands,33,33,0,0,3754
5/14/2020,Andhra Pradesh,2205,1192,48,0,210452
5/14/2020,Arunachal Pradesh,1,1,0,0,2677
5/14/2020,Assam,87,40,2,0,25824
5/14/2020,Bihar,999,412,7,0,40782
5/14/2020,Chandigarh,191,37,3,0,2505
5/14/2020,Chhattisgarh,60,56,0,0,29697
5/14/2020,Delhi,8470,3045,115,0,119736
5/14/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0,6554
5/14/2020,Goa,15,7,0,0,6736
5/14/2020,Gujarat,9592,3753,586,0,124708
5/14/2020,Himachal Pradesh,74,35,3,3,14256
5/14/2020,Haryana,818,439,11,0,69191
5/14/2020,Jharkhand,203,87,3,0,27789
5/14/2020,Jammu and Kashmir,983,485,11,0,63515
5/14/2020,Karnataka,987,460,35,1,128373
5/14/2020,Kerala,561,493,4,0,45039
5/14/2020,Ladakh,43,22,0,0,3683
5/14/2020,Maharashtra,27524,6089,1019,0,240482
5/14/2020,Meghalaya,13,11,1,0,2480
5/14/2020,Manipur,3,2,0,0,1706
5/14/2020,Madhya Pradesh,4426,2171,237,0,89760
5/14/2020,Mizoram,1,1,0,0,273
5/14/2020,Nagaland,0,0,0,0,891
5/14/2020,Odisha,672,158,3,0,77150
5/14/2020,Punjab,1935,223,32,0,47408
5/14/2020,Puducherry,16,9,0,0,5112
5/14/2020,Rajasthan,4534,2638,125,0,204243
5/14/2020,Sikkim,0,0,0,0,579
5/14/2020,Telangana,1414,952,34,0,19278
5/14/2020,Tamil Nadu,9674,2240,66,0,291432
5/14/2020,Tripura,156,29,0,0,11804
5/14/2020,India,82048,28011,2649,4,2039952
5/14/2020,Uttar Pradesh,3902,2072,88,0,153139
5/14/2020,Uttarakhand,78,50,1,0,11294
5/14/2020,West Bengal,2377,768,215,0,62837
5/15/2020,Andaman and Nicobar Islands,33,33,0,0,3754
5/15/2020,Andhra Pradesh,2307,1252,48,0,219490
5/15/2020,Arunachal Pradesh,1,1,0,0,2942
5/15/2020,Assam,90,41,2,0,28178
5/15/2020,Bihar,1033,440,7,0,42645
5/15/2020,Chandigarh,191,40,3,0,2586
5/15/2020,Chhattisgarh,66,56,0,0,31341
5/15/2020,Delhi,8895,3518,123,0,125189
5/15/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0,6916
5/15/2020,Goa,15,7,0,0,7304
5/15/2020,Gujarat,9932,4035,606,0,127859
5/15/2020,Himachal Pradesh,76,35,3,3,15557
5/15/2020,Haryana,854,464,13,0,72326
5/15/2020,Jharkhand,211,97,3,0,29236
5/15/2020,Jammu and Kashmir,1013,513,11,0,70306
5/15/2020,Karnataka,1056,480,36,1,133724
5/15/2020,Kerala,577,493,4,0,46831
5/15/2020,Ladakh,43,24,0,0,3683
5/15/2020,Maharashtra,29100,6564,1068,0,250898
5/15/2020,Meghalaya,13,11,1,0,2712
5/15/2020,Manipur,3,2,0,0,1799
5/15/2020,Madhya Pradesh,4595,2283,239,0,93849
5/15/2020,Mizoram,1,1,0,0,273
5/15/2020,Nagaland,0,0,0,0,910
5/15/2020,Odisha,737,166,3,0,81919
5/15/2020,Punjab,1932,305,32,0,49301
5/15/2020,Puducherry,16,9,0,0,5312
5/15/2020,Rajasthan,4747,2729,125,0,212317
5/15/2020,Sikkim,0,0,0,0,348
5/15/2020,Telangana,1454,959,34,0,19278
5/15/2020,Tamil Nadu,10108,2599,71,0,303104
5/15/2020,Tripura,156,42,0,0,12561
5/15/2020,India,85856,30245,2753,4,2134277
5/15/2020,Uttar Pradesh,4057,2165,95,0,159282
5/15/2020,Uttarakhand,82,51,1,0,12045
5/15/2020,West Bengal,2461,829,225,0,69543
5/16/2020,Andaman and Nicobar Islands,33,33,0,0,6677
5/16/2020,Andhra Pradesh,2355,1353,49,0,219490
5/16/2020,Arunachal Pradesh,1,1,0,0,3163
5/16/2020,Assam,93,41,2,0,31276
5/16/2020,Bihar,1178,473,8,0,44340
5/16/2020,Chandigarh,191,51,3,0,2718
5/16/2020,Chhattisgarh,67,58,0,0,32678
5/16/2020,Delhi,9333,3926,129,0,130845
5/16/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0,6916
5/16/2020,Goa,20,7,0,0,8011
5/16/2020,Gujarat,10989,4308,625,0,138407
5/16/2020,Himachal Pradesh,78,39,3,3,16534
5/16/2020,Haryana,887,514,13,0,75097
5/16/2020,Jharkhand,217,113,3,0,31025
5/16/2020,Jammu and Kashmir,1121,542,12,0,76191
5/16/2020,Karnataka,1092,496,36,1,140024
5/16/2020,Kerala,588,497,4,0,48433
5/16/2020,Ladakh,43,24,0,0,4067
5/16/2020,Maharashtra,30706,7088,1135,0,261815
5/16/2020,Meghalaya,13,11,1,0,2712
5/16/2020,Manipur,7,2,0,0,1900
5/16/2020,Madhya Pradesh,4790,2315,243,0,99677
5/16/2020,Mizoram,1,1,0,0,282
5/16/2020,Nagaland,0,0,0,0,917
5/16/2020,Odisha,737,196,3,0,86140
5/16/2020,Punjab,1946,1257,32,0,50613
5/16/2020,Puducherry,17,9,0,0,5484
5/16/2020,Rajasthan,4960,2944,126,0,221439
5/16/2020,Sikkim,0,0,0,0,840
5/16/2020,Telangana,1509,971,34,0,23388
5/16/2020,Tamil Nadu,10585,3538,75,0,313639
5/16/2020,Tripura,167,64,0,0,13178
5/16/2020,India,90650,34257,2873,4,2227642
5/16/2020,Uttar Pradesh,4258,2441,104,0,163105
5/16/2020,Uttarakhand,91,51,1,0,12597
5/16/2020,West Bengal,2576,892,232,0,77288
5/17/2020,Andaman and Nicobar Islands,33,33,0,0,6677
5/17/2020,Andhra Pradesh,2380,1456,50,0,238998
5/17/2020,Arunachal Pradesh,1,1,0,0,3349
5/17/2020,Assam,101,42,2,0,34376
5/17/2020,Bihar,1320,473,8,0,45729
5/17/2020,Chandigarh,191,51,3,0,2812
5/17/2020,Chhattisgarh,85,59,0,0,32678
5/17/2020,Delhi,9755,4202,148,0,135791
5/17/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0,7157
5/17/2020,Goa,29,7,0,0,8785
5/17/2020,Gujarat,11380,4499,659,0,143600
5/17/2020,Himachal Pradesh,80,40,3,3,17417
5/17/2020,Haryana,910,562,14,0,78029
5/17/2020,Jharkhand,223,113,3,0,33220
5/17/2020,Jammu and Kashmir,1183,575,13,0,80934
5/17/2020,Karnataka,1147,509,37,1,145398
5/17/2020,Kerala,602,497,4,0,50036
5/17/2020,Ladakh,43,24,0,0,4067
5/17/2020,Maharashtra,33053,7688,1198,0,274040
5/17/2020,Meghalaya,13,11,1,0,2712
5/17/2020,Manipur,7,2,0,0,1900
5/17/2020,Madhya Pradesh,4977,2403,248,0,103898
5/17/2020,Mizoram,1,1,0,0,282
5/17/2020,Nagaland,0,0,0,0,952
5/17/2020,Odisha,828,220,4,0,91223
5/17/2020,Punjab,1964,1366,35,0,51812
5/17/2020,Puducherry,17,9,0,0,5619
5/17/2020,Rajasthan,5202,3055,131,0,231946
5/17/2020,Sikkim,0,0,0,0,947
5/17/2020,Telangana,1551,992,34,0,23388
5/17/2020,Tamil Nadu,11224,4172,79,0,326720
5/17/2020,Tripura,165,85,0,0,13750
5/17/2020,India,95699,36795,3025,4,2302792
5/17/2020,Uttar Pradesh,4464,2636,112,0,172219
5/17/2020,Uttarakhand,92,52,1,0,13212
5/17/2020,West Bengal,2677,959,238,0,85956
5/18/2020,Andaman and Nicobar Islands,33,33,0,0,6677
5/18/2020,Andhra Pradesh,2432,1552,50,0,248771
5/18/2020,Arunachal Pradesh,1,1,0,0,3662
5/18/2020,Assam,116,42,4,0,37898
5/18/2020,Bihar,1423,517,9,0,46996
5/18/2020,Chandigarh,196,54,3,0,2892
5/18/2020,Chhattisgarh,95,59,0,0,36606
5/18/2020,Delhi,10054,4485,160,0,139727
5/18/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0,7571
5/18/2020,Goa,38,7,0,0,8785
5/18/2020,Gujarat,11746,4804,694,0,148824
5/18/2020,Himachal Pradesh,90,42,3,3,18224
5/18/2020,Haryana,928,598,14,0,80698
5/18/2020,Jharkhand,228,127,3,0,35359
5/18/2020,Jammu and Kashmir,1289,609,15,0,88601
5/18/2020,Karnataka,1246,530,37,1,151663
5/18/2020,Kerala,631,497,4,0,51059
5/18/2020,Ladakh,43,43,0,0,4219
5/18/2020,Maharashtra,35058,8437,1249,0,282437
5/18/2020,Meghalaya,13,12,1,0,2896
5/18/2020,Manipur,7,2,0,0,2483
5/18/2020,Madhya Pradesh,5236,2435,252,0,112168
5/18/2020,Mizoram,1,1,0,0,301
5/18/2020,Nagaland,0,0,0,0,961
5/18/2020,Odisha,876,277,4,0,95766
5/18/2020,Punjab,1980,1547,37,0,52955
5/18/2020,Puducherry,17,9,0,0,5754
5/18/2020,Rajasthan,5507,3218,138,0,243476
5/18/2020,Sikkim,0,0,0,0,1087
5/18/2020,Telangana,1592,1002,34,0,23388
5/18/2020,Tamil Nadu,11760,4406,82,0,337841
5/18/2020,Tripura,165,89,0,0,14286
5/18/2020,India,100327,39277,3156,4,2404267
5/18/2020,Uttar Pradesh,4605,2783,118,0,176479
5/18/2020,Uttarakhand,96,52,1,0,13870
5/18/2020,West Bengal,2824,1006,244,0,93570
5/19/2020,Andaman and Nicobar Islands,33,33,0,0,6965
5/19/2020,Andhra Pradesh,2489,1621,52,0,258450
5/19/2020,Arunachal Pradesh,1,1,0,0,3941
5/19/2020,Assam,158,42,4,0,41116
5/19/2020,Bihar,1519,517,9,0,50563
5/19/2020,Chandigarh,199,57,3,0,3031
5/19/2020,Chhattisgarh,100,59,0,0,39010
5/19/2020,Delhi,10554,4750,166,0,145854
5/19/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0,7829
5/19/2020,Goa,46,7,0,0,9549
5/19/2020,Gujarat,12141,5043,719,0,154674
5/19/2020,Himachal Pradesh,92,47,4,3,19645
5/19/2020,Haryana,964,627,14,0,82544
5/19/2020,Jharkhand,248,127,3,0,37589
5/19/2020,Jammu and Kashmir,1317,647,17,0,96826
5/19/2020,Karnataka,1395,543,40,1,158599
5/19/2020,Kerala,643,497,4,0,52588
5/19/2020,Ladakh,43,43,0,0,4730
5/19/2020,Maharashtra,37136,9639,1325,0,294272
5/19/2020,Meghalaya,13,12,1,0,3104
5/19/2020,Manipur,9,2,0,0,2483
5/19/2020,Madhya Pradesh,5465,2631,258,0,116473
5/19/2020,Mizoram,1,1,0,0,313
5/19/2020,Nagaland,0,0,0,0,978
5/19/2020,Odisha,978,307,5,0,100302
5/19/2020,Punjab,2002,1642,38,0,55634
5/19/2020,Puducherry,22,10,0,0,5829
5/19/2020,Rajasthan,5845,3337,143,0,254533
5/19/2020,Sikkim,0,0,0,0,1204
5/19/2020,Telangana,1634,1011,38,0,23388
5/19/2020,Tamil Nadu,12448,4895,85,0,348174
5/19/2020,Tripura,173,116,0,0,15083
5/19/2020,India,106481,42309,3302,4,2512388
5/19/2020,State Unassigned,814,0,0,0,
5/19/2020,Uttar Pradesh,4926,2918,123,0,182184
5/19/2020,Uttarakhand,111,52,1,0,14691
5/19/2020,West Bengal,2961,1074,250,0,102282
5/20/2020,Andaman and Nicobar Islands,33,33,0,0,7082
5/20/2020,Andhra Pradesh,2560,1664,53,0,267612
5/20/2020,Arunachal Pradesh,1,1,0,0,4157
5/20/2020,Assam,189,49,4,3,47084
5/20/2020,Bihar,1776,571,9,0,53361
5/20/2020,Chandigarh,202,136,3,0,3031
5/20/2020,Chhattisgarh,114,59,0,0,39010
5/20/2020,Delhi,11088,5192,176,0,150282
5/20/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0,8137
5/20/2020,Goa,50,7,0,0,10136
5/20/2020,Gujarat,12539,5219,749,0,160772
5/20/2020,Himachal Pradesh,110,50,4,3,21147
5/20/2020,Haryana,993,648,14,0,83944
5/20/2020,Jharkhand,290,129,3,0,39402
5/20/2020,Jammu and Kashmir,1390,678,18,0,101950
5/20/2020,Karnataka,1462,556,41,1,166781
5/20/2020,Kerala,667,502,4,0,54633
5/20/2020,Ladakh,44,43,0,0,4730
5/20/2020,Maharashtra,39297,10318,1390,0,307535
5/20/2020,Meghalaya,14,12,1,0,3419
5/20/2020,Manipur,25,2,0,0,3087
5/20/2020,Madhya Pradesh,5735,2734,267,0,120737
5/20/2020,Mizoram,1,1,0,0,315
5/20/2020,Nagaland,0,0,0,0,985
5/20/2020,Odisha,1052,343,6,0,105914
5/20/2020,Punjab,2005,1794,38,0,57737
5/20/2020,Puducherry,23,10,0,0,5960
5/20/2020,Rajasthan,6015,3404,147,0,265555
5/20/2020,Sikkim,0,0,0,0,1342
5/20/2020,Telangana,1661,1013,40,0,23388
5/20/2020,Tamil Nadu,13191,5882,88,0,360068
5/20/2020,Tripura,173,116,0,0,15822
5/20/2020,India,112201,45422,3436,7,2615920
5/20/2020,State Unassigned,1096,0,0,0,
5/20/2020,Uttar Pradesh,5175,3066,127,0,191164
5/20/2020,Uttarakhand,126,53,1,0,15503
5/20/2020,West Bengal,3103,1136,253,0,111002
5/21/2020,Andaman and Nicobar Islands,33,33,0,0,7167
5/21/2020,Andhra Pradesh,2605,1705,54,0,275704
5/21/2020,Arunachal Pradesh,1,1,0,0,4438
5/21/2020,Assam,211,55,4,3,51730
5/21/2020,Bihar,1987,571,9,0,55692
5/21/2020,Chandigarh,218,178,3,0,3369
5/21/2020,Chhattisgarh,128,59,0,0,45522
5/21/2020,Delhi,11659,5567,194,0,154385
5/21/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0,8456
5/21/2020,Goa,52,7,0,0,10859
5/21/2020,Gujarat,12910,5488,773,0,166152
5/21/2020,Himachal Pradesh,152,55,4,3,22641
5/21/2020,Haryana,1030,681,14,0,88138
5/21/2020,Jharkhand,303,136,3,0,41936
5/21/2020,Jammu and Kashmir,1449,684,20,0,107108
5/21/2020,Karnataka,1605,571,41,1,174297
5/21/2020,Kerala,691,510,4,0,56373
5/21/2020,Ladakh,44,43,0,0,5291
5/21/2020,Maharashtra,41642,11726,1454,0,319921
5/21/2020,Meghalaya,14,12,1,0,3419
5/21/2020,Manipur,25,2,0,0,3087
5/21/2020,Madhya Pradesh,5981,2844,271,0,125608
5/21/2020,Mizoram,1,1,0,0,320
5/21/2020,Nagaland,0,0,0,0,1001
5/21/2020,Odisha,1103,393,7,0,108432
5/21/2020,Punjab,2028,1819,39,0,59618
5/21/2020,Puducherry,23,10,0,0,6106
5/21/2020,Rajasthan,6227,3485,151,0,275974
5/21/2020,Sikkim,0,0,0,0,1342
5/21/2020,Telangana,1699,1036,45,0,23388
5/21/2020,Tamil Nadu,13967,6282,95,0,372532
5/21/2020,Tripura,175,148,0,0,16873
5/21/2020,India,118224,48553,3584,7,2719434
5/21/2020,State Unassigned,1403,0,0,0,
5/21/2020,Uttar Pradesh,5515,3204,138,0,206811
5/21/2020,Uttarakhand,145,53,1,0,16528
5/21/2020,West Bengal,3197,1193,259,0,115244
5/22/2020,Andaman and Nicobar Islands,33,33,0,0,7263
5/22/2020,Andhra Pradesh,2667,1731,55,0,284119
5/22/2020,Arunachal Pradesh,1,1,0,0,4844
5/22/2020,Assam,226,55,4,3,55791
5/22/2020,Bihar,2166,629,11,0,58481
5/22/2020,Chandigarh,219,178,3,0,3531
5/22/2020,Chhattisgarh,172,62,0,0,48116
5/22/2020,Delhi,12319,5897,208,0,160255
5/22/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0,8979
5/22/2020,Goa,54,16,0,0,11362
5/22/2020,Gujarat,13273,5880,802,0,172562
5/22/2020,Himachal Pradesh,168,55,4,3,24246
5/22/2020,Haryana,1067,706,16,0,91119
5/22/2020,Jharkhand,323,136,3,0,43988
5/22/2020,Jammu and Kashmir,1489,720,20,0,114859
5/22/2020,Karnataka,1743,597,41,1,186526
5/22/2020,Kerala,733,512,5,0,58382
5/22/2020,Ladakh,46,43,0,0,5505
5/22/2020,Maharashtra,44582,12583,1517,0,333087
5/22/2020,Meghalaya,14,12,1,0,3682
5/22/2020,Manipur,26,2,0,0,3721
5/22/2020,Madhya Pradesh,6170,3089,272,0,129060
5/22/2020,Mizoram,1,1,0,0,324
5/22/2020,Nagaland,0,0,0,0,1035
5/22/2020,Odisha,1189,436,7,0,113437
5/22/2020,Punjab,2029,1847,39,0,62399
5/22/2020,Puducherry,26,10,0,0,6233
5/22/2020,Rajasthan,6494,3680,153,0,287164
5/22/2020,Sikkim,0,0,0,0,1637
5/22/2020,Telangana,1761,1043,48,0,23388
5/22/2020,Tamil Nadu,14753,7128,99,0,385185
5/22/2020,Tripura,175,152,0,0,17721
5/22/2020,India,124760,51833,3726,7,2834798
5/22/2020,State Unassigned,1620,0,0,0,
5/22/2020,Uttar Pradesh,5735,3324,152,0,214060
5/22/2020,Uttarakhand,153,53,1,0,18008
5/22/2020,West Bengal,3332,1221,265,0,120599
5/23/2020,Andaman and Nicobar Islands,33,33,0,0,7327
5/23/2020,Andhra Pradesh,2714,1779,56,0,292969
5/23/2020,Arunachal Pradesh,1,1,0,0,5206
5/23/2020,Assam,347,57,4,3,60405
5/23/2020,Bihar,2394,653,11,0,61220
5/23/2020,Chandigarh,225,179,3,0,3749
5/23/2020,Chhattisgarh,214,64,0,0,49763
5/23/2020,Delhi,12910,6267,231,0,165047
5/23/2020,Dadra and Nagar Haveli and Daman and Diu,2,1,0,0,9298
5/23/2020,Goa,55,16,0,0,11945
5/23/2020,Gujarat,13669,6169,829,0,178068
5/23/2020,Himachal Pradesh,185,57,4,3,25905
5/23/2020,Haryana,1131,750,16,0,94035
5/23/2020,Jharkhand,350,141,3,0,45785
5/23/2020,Jammu and Kashmir,1569,774,21,0,124074
5/23/2020,Karnataka,1959,608,42,2,196196
5/23/2020,Kerala,795,515,5,0,60443
5/23/2020,Ladakh,49,43,0,0,5727
5/23/2020,Maharashtra,47190,13404,1577,0,348932
5/23/2020,Meghalaya,14,12,1,0,3682
5/23/2020,Manipur,29,2,0,0,4094
5/23/2020,Madhya Pradesh,6371,3267,281,0,132769
5/23/2020,Mizoram,1,1,0,0,336
5/23/2020,Nagaland,0,0,0,0,1065
5/23/2020,Odisha,1269,497,7,0,118446
5/23/2020,Punjab,2045,1870,39,0,63567
5/23/2020,Puducherry,26,10,0,0,6349
5/23/2020,Rajasthan,6742,3786,160,0,303935
5/23/2020,Sikkim,1,0,0,0,1707
5/23/2020,Telangana,1813,1068,49,0,23388
5/23/2020,Tamil Nadu,15512,7491,104,0,397340
5/23/2020,Tripura,191,152,0,0,18737
5/23/2020,India,131425,54409,3868,8,2943421
5/23/2020,State Unassigned,1899,0,0,0,
5/23/2020,Uttar Pradesh,6017,3406,155,0,217867
5/23/2020,Uttarakhand,244,55,1,0,19248
5/23/2020,West Bengal,3459,1281,269,0,129608
5/24/2020,Andaman and Nicobar Islands,33,33,0,0,7327
5/24/2020,Andhra Pradesh,2780,1841,56,0,304326
5/24/2020,Arunachal Pradesh,2,1,0,0,5428
5/24/2020,Assam,393,58,4,3,66444
5/24/2020,Bihar,2574,702,11,0,63741
5/24/2020,Chandigarh,262,179,4,0,3904
5/24/2020,Chhattisgarh,252,64,0,0,49763
5/24/2020,Delhi,13418,6540,261,0,169873
5/24/2020,Dadra and Nagar Haveli and Daman and Diu,2,1,0,0,9678
5/24/2020,Goa,66,16,0,0,12499
5/24/2020,Gujarat,14063,6412,858,0,182868
5/24/2020,Himachal Pradesh,203,59,4,3,27288
5/24/2020,Haryana,1184,765,16,0,97006
5/24/2020,Jharkhand,370,148,4,0,48641
5/24/2020,Jammu and Kashmir,1621,809,21,0,130433
5/24/2020,Karnataka,2089,654,42,2,206313
5/24/2020,Kerala,848,520,6,0,61900
5/24/2020,Ladakh,52,43,0,0,5730
5/24/2020,Maharashtra,50231,14600,1635,0,363470
